# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
Hoeger LLC,,Jessica White,Hoeger LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/11/2014,Historic,,Conversion,False,,Hoeger LLC,,dummy,555,Healthy,Hoeger LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 555,555,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,6916.741222543,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,6916.741222543,6916.741222543,,,,,,,6916.741222543,6916.741222543,+50.0%
,,Jessica White,Braun LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/09/2015,Historic,,Conversion,False,,Braun LLC,,dummy,403,Expected Churn,Braun LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 403,403,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,79017.641581366,79017.641581366,,,,,,,79017.641581366,79017.641581366,-50.0%
,,Robert Harris,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,30/07/2023,Historic,,Conversion,False,,Frami-Ryan,,dummy,921,Expected Churn,Frami-Ryan,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 921,921,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),True,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,63022.986700417,,,,,0,1,3,20,Opportunity,,,,,,,63022.986700417,63022.986700417,,,15755.746675104,,,,63022.986700417,63022.986700417,-50.0%
Batz Group,,James Jackson,Batz Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/01/2018,Historic,,Conversion,False,,Batz Group,,dummy,776,Healthy,Batz Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 776,776,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,129848.089669796,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,129848.089669796,129848.089669796,,,,,,,129848.089669796,129848.089669796,+50.0%
,,Emily Brown,Kulas Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,16/11/2014,Historic,,Conversion,False,,Kulas Inc,,dummy,306,Expected Churn,Kulas Inc,An existing contract is due to expire unless renewed,License + ST Consulting opp,License + LT Consulting opp,Opportunity 306,306,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,68298.146754573,68298.146754573,,,,,,,68298.146754573,68298.146754573,-50.0%
,,Michael Johnson,King-Kiehn,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/11/2019,Historic,,Conversion,False,,King-Kiehn,,dummy,729,Expected Churn,King-Kiehn,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 729,729,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,3,20,Opportunity,,,,,,,76688.498621035,76688.498621035,,,,,,,76688.498621035,76688.498621035,-50.0%
Sipes Group,,Daniel Martinez,Sipes Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/08/2016,Historic,,Conversion,False,,Sipes Group,,dummy,1232,Healthy,Sipes Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 1232,1232,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,70820.700209779,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,70820.700209779,70820.700209779,,,,,,,70820.700209779,70820.700209779,+50.0%
,,Daniel Martinez,Block-Von,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/01/2019,Historic,,Conversion,False,,Block-Von,,dummy,500,Expected Churn,Block-Von,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 500,500,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,80450.047839072,80450.047839072,,,,,,,80450.047839072,80450.047839072,-50.0%
Stokes-Metz,,Ryan Thomas,Stokes-Metz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/05/2015,Historic,,Conversion,False,,Stokes-Metz,,dummy,1374,Healthy,Stokes-Metz,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 1374,1374,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,78918.688017623,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,78918.688017623,78918.688017623,,,,,,,78918.688017623,78918.688017623,+50.0%
Conn LLC,,Amanda Anderson,Conn LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/06/2015,Historic,,Conversion,False,,Conn LLC,,dummy,243,Healthy,Conn LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 243,243,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,143365.968695788,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,143365.968695788,143365.968695788,,,,,,,143365.968695788,143365.968695788,+50.0%
Mann-Feil,,Ryan Thomas,Mann-Feil,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,22/05/2015,Historic,,Conversion,False,,Mann-Feil,,dummy,548,Healthy,Mann-Feil,An existing contract is due to expire unless renewed,License + ST Consulting opp,Support plan + licenses,Opportunity 548,548,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,114552.249553276,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,114552.249553276,114552.249553276,,,,,,,114552.249553276,114552.249553276,+50.0%
,,Robert Harris,Mertz-Kling,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/04/2020,Historic,,Conversion,False,,Mertz-Kling,,dummy,1658,Expected Churn,Mertz-Kling,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 1658,1658,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,195463.366762025,195463.366762025,,,,,,,195463.366762025,195463.366762025,-50.0%
,,Amanda Anderson,Kreiger LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/05/2021,Historic,,Conversion,False,,Kreiger LLC,,dummy,1525,Expected Churn,Kreiger LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Long term),Opportunity 1525,1525,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,10097.512465459,10097.512465459,,,,,,,10097.512465459,10097.512465459,-50.0%
Lang Group,,Kevin Martinez,Lang Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,16/02/2019,Historic,,Conversion,False,,Lang Group,,dummy,768,Healthy,Lang Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,License + hosting opp,Opportunity 768,768,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,57069.645881902,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,57069.645881902,57069.645881902,,,,,,,57069.645881902,57069.645881902,+50.0%
Mraz-Upton,,John Doe,Mraz-Upton,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/01/2020,Historic,,Conversion,False,,Mraz-Upton,,dummy,806,Healthy,Mraz-Upton,An existing contract is due to expire unless renewed,License + ST Consulting opp,License + hosting opp,Opportunity 806,806,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,17553.261578445,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,17553.261578445,17553.261578445,,,,,,,17553.261578445,17553.261578445,+50.0%
Haag-Brekke,,Jessica White,Haag-Brekke,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,24/05/2021,Historic,,Conversion,False,,Haag-Brekke,,dummy,1051,Healthy,Haag-Brekke,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 1051,1051,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,52909.408708315,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,52909.408708315,52909.408708315,,,,,,,52909.408708315,52909.408708315,+50.0%
,,Emily Brown,,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/01/2022,Historic,,Conversion,False,,,,dummy,7,Expected Churn,,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 7,7,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,True,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2022,2022,,False,0,,,,97567.802662395,,0,0,5,20,Opportunity,,,,,,,97567.802662395,97567.802662395,,,,,,,97567.802662395,97567.802662395,-50.0%
Roob-Rau,,Jessica White,Roob-Rau,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/10/2015,Historic,,Conversion,False,,Roob-Rau,,dummy,182,Healthy,Roob-Rau,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Infrastructure),Opportunity 182,182,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,21252.732932628,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,21252.732932628,21252.732932628,,,,,,,21252.732932628,21252.732932628,+50.0%
,,Jessica White,Nienow LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,07/09/2014,Historic,,Conversion,False,,Nienow LLC,,dummy,688,Expected Churn,Nienow LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Short term),Opportunity 688,688,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,130391.782440802,130391.782440802,,,,,,,130391.782440802,130391.782440802,-50.0%
,,James Jackson,Hayes-Johns,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,02/02/2017,Historic,,Conversion,False,,Hayes-Johns,,dummy,1036,Expected Churn,Hayes-Johns,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 1036,1036,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2017,2017,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,134908.089548095,134908.089548095,,,,,,,134908.089548095,134908.089548095,-50.0%
,,David Wilson,Brakus Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/01/2015,Historic,,Conversion,False,,Brakus Inc,,dummy,931,Expected Churn,Brakus Inc,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 931,931,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,49705.355784322,49705.355784322,,,,,,,49705.355784322,49705.355784322,-50.0%
Lang Inc,,Jessica White,Lang Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/02/2020,Historic,,Conversion,False,,Lang Inc,,dummy,114,Healthy,Lang Inc,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 114,114,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,97524.470262056,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,97524.470262056,97524.470262056,,,,,,,97524.470262056,97524.470262056,+50.0%
Beer-Ledner,,David Wilson,Beer-Ledner,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/08/2020,Historic,,Conversion,False,,Beer-Ledner,,dummy,1076,Healthy,Beer-Ledner,An existing contract is due to expire unless renewed,License + ST Consulting opp,Support plan + licenses,Opportunity 1076,1076,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,99950.534314837,False,1,,,,,,0,0,9,20,Opportunity,,,,,,,99950.534314837,99950.534314837,,,,,,,99950.534314837,99950.534314837,+50.0%
Leffler Inc,,Emily Brown,Leffler Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,02/08/2021,Historic,,Conversion,False,,Leffler Inc,,dummy,1738,Healthy,Leffler Inc,An existing contract is due to expire unless renewed,License + ST Consulting opp,License + LT Consulting opp,Opportunity 1738,1738,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + hosting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,138423.941589059,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,138423.941589059,138423.941589059,,,,,,,138423.941589059,138423.941589059,+50.0%
,,Emily Brown,O'Hara LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/08/2021,Historic,,Conversion,False,,O'Hara LLC,,dummy,727,Expected Churn,O'Hara LLC,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 727,727,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,17143.817775001,17143.817775001,,,,,,,17143.817775001,17143.817775001,-50.0%
Haley-Yost,,Michael Johnson,Haley-Yost,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/06/2022,Historic,,Conversion,False,,Haley-Yost,,dummy,563,Healthy,Haley-Yost,An existing contract is due to expire unless renewed,License + ST Consulting opp,License opp,Opportunity 563,563,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,License + hosting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,84847.563003387,False,1,,,,84847.563003387,,0,0,8,20,Opportunity,,,84847.563003387,,,,84847.563003387,84847.563003387,,,,,,,84847.563003387,84847.563003387,+50.0%
,,Jane Smith,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/05/2023,Historic,,Conversion,False,,Mertz-Kling,,dummy,1656,Expected Churn,Mertz-Kling,An existing contract is due to expire unless renewed,License + ST Consulting opp,Support plan + licenses,Opportunity 1656,1656,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,64431.638858382,,,,,0,1,8,20,Opportunity,,,,,,,64431.638858382,64431.638858382,,,16107.909714595,,,,64431.638858382,64431.638858382,-50.0%
Mraz Group,,James Jackson,Mraz Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/09/2022,Historic,,Conversion,False,,Mraz Group,,dummy,877,Healthy,Mraz Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Short term),Opportunity 877,877,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,25929.643894995,False,1,,,,25929.643894995,,0,0,8,20,Opportunity,,,25929.643894995,,,,25929.643894995,25929.643894995,,,,,,,25929.643894995,25929.643894995,+50.0%
,,Sarah Taylor,Sipes Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/01/2018,Historic,,Conversion,False,,Sipes Group,,dummy,1229,Expected Churn,Sipes Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,License + ST Consulting opp,Opportunity 1229,1229,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,8256.154282319,8256.154282319,,,,,,,8256.154282319,8256.154282319,-50.0%
Ebert-Kirlin,,David Wilson,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/03/2023,Historic,,Conversion,False,,Ebert-Kirlin,,dummy,1875,Healthy,Ebert-Kirlin,An existing contract is due to expire unless renewed,License + ST Consulting opp,Support plan + licenses,Opportunity 1875,1875,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,41884.757247911,True,1,41884.757247911,,,,,0,1,8,20,Opportunity,,,,,,41884.757247911,41884.757247911,41884.757247911,,,10471.189311978,,,,41884.757247911,41884.757247911,+50.0%
,,David Wilson,Wolf Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/08/2017,Historic,,Conversion,False,,Wolf Group,,dummy,987,Expected Churn,Wolf Group,An existing contract is due to expire unless renewed,License + ST Consulting opp,Consulting opp (Short term),Opportunity 987,987,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2017,2017,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,154158.894698982,154158.894698982,,,,,,,154158.894698982,154158.894698982,-50.0%
,,Emily Brown,Kulas Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/06/2015,Historic,,Conversion,False,,Kulas Inc,,dummy,309,Expected Churn,Kulas Inc,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 309,309,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,36676.330791478,36676.330791478,,,,,,,36676.330791478,36676.330791478,-50.0%
Schaden LLC,,Robert Harris,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/02/2024,Historic,,Conversion,False,,Schaden LLC,Hide,dummy,1346,Healthy,,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 1346,1346,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),True,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2024,2024,135959.035376077,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,135959.035376077,135959.035376077,,,,,,,135959.035376077,135959.035376077,+50.0%
Tillman Inc,,John Doe,Tillman Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/10/2020,Historic,,Conversion,False,,Tillman Inc,,dummy,1631,Healthy,Tillman Inc,An existing contract is due to expire unless renewed,License + hosting opp,License + hosting opp,Opportunity 1631,1631,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,108763.488603002,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,108763.488603002,108763.488603002,,,,,,,108763.488603002,108763.488603002,+50.0%
Lang Inc,,Amanda Anderson,Lang Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/03/2014,Historic,,Conversion,False,,Lang Inc,,dummy,112,Healthy,Lang Inc,An existing contract is due to expire unless renewed,License + hosting opp,License + hosting opp,Opportunity 112,112,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,112215.14689322,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,112215.14689322,112215.14689322,,,,,,,112215.14689322,112215.14689322,+50.0%
,,Daniel Martinez,Runte LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/04/2018,Historic,,Conversion,False,,Runte LLC,,dummy,389,Expected Churn,Runte LLC,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 389,389,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,6,20,Opportunity,,,,,,,117883.916430747,117883.916430747,,,,,,,117883.916430747,117883.916430747,-50.0%
,,Emily Brown,Ferry LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,16/02/2018,Historic,,Conversion,False,,Ferry LLC,,dummy,374,Expected Churn,Ferry LLC,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 374,374,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,81762.433420346,81762.433420346,,,,,,,81762.433420346,81762.433420346,-50.0%
Bode-Dare,,David Wilson,Bode-Dare,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/01/2022,Historic,,Conversion,False,,Bode-Dare,,dummy,356,Healthy,Bode-Dare,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 356,356,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,124877.23866824,False,1,,,,124877.23866824,,0,0,5,20,Opportunity,,,124877.23866824,,,,124877.23866824,124877.23866824,,,,,,,124877.23866824,124877.23866824,+50.0%
,,Daniel Martinez,Haag-Schmidt,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/12/2020,Historic,,Conversion,False,,Haag-Schmidt,,dummy,1945,Expected Churn,Haag-Schmidt,An existing contract is due to expire unless renewed,License + hosting opp,Support plan + licenses,Opportunity 1945,1945,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,50863.849122744,50863.849122744,,,,,,,50863.849122744,50863.849122744,-50.0%
Bogan LLC,,Jessica White,Bogan LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/11/2019,Historic,,Conversion,False,,Bogan LLC,,dummy,421,Healthy,Bogan LLC,An existing contract is due to expire unless renewed,License + hosting opp,Support plan + licenses,Opportunity 421,421,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,135769.46811852,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,135769.46811852,135769.46811852,,,,,,,135769.46811852,135769.46811852,+50.0%
,,Jane Smith,Sawayn LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/05/2016,Historic,,Conversion,False,,Sawayn LLC,,dummy,683,Expected Churn,Sawayn LLC,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 683,683,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,6,20,Opportunity,,,,,,,45798.327225679,45798.327225679,,,,,,,45798.327225679,45798.327225679,-50.0%
